supplier_id,supplier_name,supplier_location,spend_year,supplier_category,supplier_subcategory,spend_anonymized
S1105,Supplier_1489,,2022,Metal Components,Other,10293.89
S1105,Supplier_1490,,2023,Metal Components,,15793.23
S1106,Supplier_1491,,2023,,,3969.0
S1107,Supplier_1492,,2022,IT ,Software ,27178.75
S1107,Supplier_1493,,2023,I.T,,24292.75
S1108,Supplier_1494,,2022,,,3733.76
S1109,Supplier_1495,,2023,,,10208.04
S1110,Supplier_1496,,2023,,,3842.35
S1111,Supplier_1497,,2022,Property,Maintenance ,12978.83
S1111,Supplier_1498,,2023,Property,,17986.01
S1112,Supplier_1499,,2022,Metal Components,Machined Parts,1590.75
S1112,Supplier_1500,,2023,Metal Components,,1619.5
S1113,Supplier_1501,,2023,Professional Services,,167557.3
S1114,Supplier_1502,,2022,HR,Insurance,21371.64
S1115,Supplier_1503,,2023,,,1179.75
S1116,Supplier_1504,,2022,,,5045.5
S1116,Supplier_1505,,2023,,,8751.15
S1117,Supplier_1506,,2022,Property,Maintenance ,12758.42
S1117,Supplier_1507,,2023,Property,,6979.13
S1118,Supplier_1508,,2022,,,567.28
S1118,Supplier_1509,,2023,,,278.89
S1119,Supplier_1510,,2022,,,41.0
S1120,Supplier_1511,,2022,IT ,Tele- and datacom,97560.1
S1120,Supplier_1512,,2023,I.T,,41179.45
S1121,Supplier_1513,,2022,,,1.71
S1122,Supplier_1514,,2022,,,1575.0
S1123,Supplier_1515,,2022,,,576.76
S1123,Supplier_1516,,2023,,,246.96
S1124,Supplier_1517,,2022,Facility Management,Other ,505.61
S1124,Supplier_1518,,2023,Facility Management,,371.0
S1125,Supplier_1519,,2023,,,474.26
S1126,Supplier_1520,,2022,CAPEX (Machines) ,Machines,1224202.3
S1126,Supplier_1521,,2023,Plastic Components,,1975224.68
S1127,Supplier_1522,,2022,Packaging,Other (Polymer Packaging),785.01
S1127,Supplier_1523,,2023,Packaging,,1204.91
S1128,Supplier_1524,,2023,,,2886.0
S1129,Supplier_1525,,2022,,,12481.96
S1129,Supplier_1526,,2023,,,4523.76
S1130,Supplier_1527,,2023,,,0.0
S1131,Supplier_1528,,2023,,,2758.0
S1132,Supplier_1529,,2022,,,148.87
S1133,Supplier_1530,,2022,IT ,Software ,32210.0
S1133,Supplier_1531,,2023,I.T,,13307.0
S1134,Supplier_1532,,2022,Packaging,Other,885.0
S1134,Supplier_1533,,2023,Packaging,,1426.7
S1135,Supplier_1534,,2022,Metal Components,Machined Parts,347107.36
S1135,Supplier_1534,,2023,Metal Components,,374203.03
S1136,Supplier_1535,,2022,Plastic Components,Other (Machined Parts),20790.0
S1136,Supplier_1536,,2023,Plastic Components,,9717.5
S1137,Supplier_1537,,2022,,,2132.9
S1138,Supplier_1538,,2022,Medical Device,Re-Usables ,9999.36
S1138,Supplier_1539,,2023,Medical Device,,8990.41
S1139,Supplier_1540,,2022,Plastic Components,Injection Moulding,257500.0
S1139,Supplier_1541,,2023,Plastic Components,,355239.8
S1140,Supplier_1542,,2022,,,1230.8
S1140,Supplier_1543,,2023,,,874.42
S1141,Supplier_1544,,2023,HR,,38085.2
S1142,Supplier_1545,,2022,Electronics,Components,29750.0
S1142,Supplier_1546,,2023,Electronics,,78599.5
S1143,Supplier_1547,,2022,HR,Education,20037.0
S1143,Supplier_1548,,2023,HR,,1810.0
S1144,Supplier_1549,,2022,Packaging,Other (Polymer Packaging),10150.42
S1144,Supplier_1550,,2023,Packaging,,15487.46
S1145,Supplier_1551,,2023,,,33.28
S1146,Supplier_1552,,2022,MARCOM,Translation agency,15839.62
S1146,Supplier_1553,,2023,Marcom,,56961.67
S1147,Supplier_1554,,2023,,,704.0
S1148,Supplier_1555,,2023,,,17127.4
S1149,Supplier_1556,,2023,,,4162.73
S1149,Supplier_1557,,2023,,,943.63
S1150,Supplier_1558,,2023,,,295.52
S1151,Supplier_1559,,2022,,,1233.3
S1151,Supplier_1560,,2023,,,53.09
S1152,Supplier_1561,,2022,,,486.8
S1152,Supplier_1562,,2023,,,766.31
S1153,Supplier_1563,,2022,Metal Components,Other ,2286.1
S1153,Supplier_1563,,2023,Metal Components,,3541.0
S1154,Supplier_1564,,2023,,,147.27
S1155,Supplier_1565,,2022,IT ,Software ,8027.25
S1155,Supplier_1566,,2023,I.T,,21296.62
S1156,Supplier_1567,,2022,Metal Components,Machined Parts,6230.29
S1156,Supplier_1568,,2023,Metal Components,,6062.36
S1157,Supplier_1569,,2023,,,840.22
S1158,Supplier_1570,,2022,,,66.68
S1159,Supplier_1571,,2022,IT ,Software ,33734.28
S1159,Supplier_1572,,2023,I.T,,31278.25
S1160,Supplier_1573,,2022,IT ,Software ,15866.69
S1160,Supplier_1574,,2023,I.T,,13823.46
S1161,Supplier_1575,,2022,IT ,Software ,5153.4
S1162,Supplier_1576,,2022,Facility Management,Office Supplies,44104.46
S1162,Supplier_1577,,2023,Facility Management,,34128.8
S1163,Supplier_1578,,2022,,,3622.44
S1163,Supplier_1579,,2023,,,3520.07
S1164,Supplier_1580,,2023,,,353.0
S1165,Supplier_1581,,2023,,,3456.91
S1166,Supplier_1582,,2023,,,452.0
S1167,Supplier_1583,,2022,IT ,Hardware ,179863.52
S1167,Supplier_1584,,2023,I.T,,183117.74
S1168,Supplier_1585,,2022,Property,Maintenance ,15800.0
S1168,Supplier_1586,,2023,Property,,19118.0
S1169,Supplier_1587,,2022,Sub-Contracting,Other ,18389.88
S1170,Supplier_1588,,2022,IT ,Software ,128473.49
S1170,Supplier_1589,,2023,I.T,,131557.44
S1171,Supplier_1590,,2022,HR,Flexible employment,20748.07
S1171,Supplier_1591,,2023,HR,,11978.24
S1172,Supplier_1592,,2022,Sub-Contracting,Laser Welding,821748.22
S1172,Supplier_1593,,2023,Sub-Contracting,,896577.87
S1173,Supplier_1594,,2022,HR,Flexible employment,116724.65
S1173,Supplier_1595,,2023,HR,,511206.45
S1174,Supplier_1596,,2022,Electronics,PCB,663464.59
S1174,Supplier_1597,,2023,Electronics,,785257.32
S1175,Supplier_1598,,2022,Professional Services,Finance (Accountancy),110737.3
S1175,Supplier_1599,,2023,Professional Services,,123698.58
S1176,Supplier_1600,,2022,Fleet,Lease,20168.64
S1176,Supplier_1601,,2023,Fleet,,18532.22
S1177,Supplier_1602,,2022,Sub-Contracting,Other,5357.78
S1177,Supplier_1602,,2023,Sub-Contracting,,6761.24
S1178,Supplier_1603,,2022,CAPEX (Machines) ,Maintenance ,14925.0
S1178,Supplier_1604,,2023,Capex (Machines) ,,130030.46
S1179,Supplier_1605,,2023,,,5149.33
S1180,Supplier_1606,,2022,,,1580.0
S1181,Supplier_1607,,2022,Property,Maintenance ,4014.35
S1181,Supplier_1608,,2023,Property,,8232.35
S1182,Supplier_1609,,2022,,,882.15
S1183,Supplier_1610,,2022,,,3130.5
S1183,Supplier_1611,,2023,,,3988.39
S1184,Supplier_1612,,2022,,,6234.0
S1184,Supplier_1612,,2023,,,7265.72
S1185,Supplier_1613,,2022,HR,Flexible employment,39200.0
S1186,Supplier_1614,,2022,,,20.0
S1187,Supplier_1615,,2023,Professional Services,,207514.09
S1188,Supplier_1616,,2022,Plastic Components,Injection Moulding,2760.31
S1188,Supplier_1617,,2023,Plastic Components,,1897.52
S1189,Supplier_1618,,2022,Property,Maintenance ,300.0
S1190,Supplier_1619,,2022,,,798.72
S1190,Supplier_1620,,2023,,,681.75
S1191,Supplier_1621,,2022,Medical Device,Electronics,83686.14
S1191,Supplier_1622,,2023,Medical Device,,108764.45
S1192,Supplier_1623,,2022,,,708.25
S1192,Supplier_1624,,2023,,,557.5
S1193,Supplier_1625,,2022,,,32.95
S1193,Supplier_1626,,2023,,,262.19
S1194,Supplier_1627,,2022,MARCOM,Advertising ,19820.0
S1194,Supplier_1628,,2023,Marcom,,31864.7
S1195,Supplier_1629,,2022,,,2499.2
S1196,Supplier_1630,,2022,,,450.0
S1197,Supplier_1631,,2022,,,3332.1
S1197,Supplier_1632,,2023,,,3319.1
S1198,Supplier_1633,,2023,,,2815.75
S1199,Supplier_1634,,2022,Facility Management,Other ,5029.16
S1199,Supplier_1635,,2023,Facility Management,,4776.95
S1200,Supplier_1636,,2023,,,832.0
S1201,Supplier_1637,,2022,Logistics & transport,Freight - Other,18458.1
S1201,Supplier_1638,,2023,Logistics & Transport,,29828.45
S1202,Supplier_1639,,2022,CAPEX (Machines) ,Maintenance ,14608.79
S1202,Supplier_1640,,2023,Capex (Machines) ,,7778.72
S1203,Supplier_1641,,2023,,,500.0
S1204,Supplier_1642,,2023,,,9801.6
S1205,Supplier_1643,,2023,Metal Components,,14552.45
S1205,Supplier_1644,,2022,,,37636.05
S1205,Supplier_1644,,2023,Metal components ,,23283.19
S1206,Supplier_1645,,2022,,,60.0
S1207,Supplier_1646,,2023,Electronics,,107338.32
S1208,Supplier_1647,,2022,,,1349.83
S1208,Supplier_1648,,2023,,,4859.8
S1209,Supplier_1649,,2023,,,10195.1
S1210,Supplier_1650,,2023,,,161.72
S1211,Supplier_1651,,2022,Electronics,Components,49802.62
S1211,Supplier_1652,,2023,Electronics,,78775.68
S1212,Supplier_1653,,2022,HR,Insurance,682569.05
S1212,Supplier_1654,,2023,HR,,672818.53
S1213,Supplier_1655,,2022,IT ,Software ,63989.3
S1213,Supplier_1655,,2023,I.T,,86586.98
S1214,Supplier_1656,,2023,,,12159.6
S1215,Supplier_1657,,2022,MARCOM,Other,24090.0
S1215,Supplier_1658,,2023,Marcom,,41125.74
S1216,Supplier_1659,,2022,Electronics,Pneumatic,43618.9
S1216,Supplier_1660,,2023,Electronics,,35116.94
S1217,Supplier_1661,,2022,IT ,Software ,16530.48
S1217,Supplier_1662,,2023,I.T,,22862.15
S1218,Supplier_1663,,2022,Metal Components,Machined Parts,1290740.88
S1218,Supplier_1664,,2023,Metal Components,,1621692.78
S1219,Supplier_1665,,2022,Property,Maintenance ,51136.0
S1219,Supplier_1666,,2023,Property,,1700.05
S1219,Supplier_1667,,2023,,,25089.27
S1220,Supplier_1668,,2022,,,965.0
S1221,Supplier_1669,,2023,,,4671.71
S1222,Supplier_1670,,2022,Packaging,Other (Polymer Packaging),5306.12
S1222,Supplier_1671,,2023,Packaging,,14743.12
S1223,Supplier_1672,,2022,,,10890.0
S1224,Supplier_1673,,2022,,,2450.0
S1224,Supplier_1674,,2023,,,3620.0
S1225,Supplier_1675,,2022,CAPEX (Machines) ,Maintenance ,14344.56
S1225,Supplier_1676,,2023,Capex (Machines) ,,8561.47
S1226,Supplier_1677,,2022,HR,Flexible employment,46853.97
S1226,Supplier_1678,,2023,HR,,30106.93
S1227,Supplier_1679,,2022,Electronics,Components,1732.6
S1227,Supplier_1680,,2023,Electronics,,1081.62
S1228,Supplier_1681,,2023,,,162.21
S1229,Supplier_1682,,2022,Sub-Contracting,Other,463.5
S1229,Supplier_1683,,2023,Sub-Contracting,,564.47
S1230,Supplier_1684,,2023,,,3538.0
S1231,Supplier_1685,,2022,Facility Management,Furniture,25741.35
S1231,Supplier_1686,,2023,Facility Management,,27988.03
S1232,Supplier_1687,,2022,Property,Maintenance ,30906.81
S1232,Supplier_1688,,2023,Property,,5334.29
S1233,Supplier_1689,,2022,Metal Components,Machined Parts,12421.0
S1233,Supplier_1690,,2023,Metal Components,,18257.18
S1234,Supplier_1691,,2022,Property,Maintenance ,38352.35
S1234,Supplier_1692,,2023,Property,,70389.61
S1235,Supplier_1693,,2022,,,1281.5
S1236,Supplier_1694,,2022,,,334.71
S1236,Supplier_1695,,2023,,,446.4
S1237,Supplier_1696,,2022,CAPEX (Machines) ,Maintenance ,8501.13
S1237,Supplier_1697,,2023,Capex (Machines) ,,8413.55
S1238,Supplier_1698,,2022,Electronics,Components,6523.24
S1238,Supplier_1699,,2023,Electronics,,1656.9
S1239,Supplier_1700,,2022,Sub-Contracting,Spark Eroding,832792.74
S1239,Supplier_1701,,2023,Sub-Contracting,,885632.5
S1240,Supplier_1702,,2023,metal components,,22703.98
S1241,Supplier_1703,,2022,Property,Lease,16741.6
S1241,Supplier_1704,,2023,Property,,1164.55
S1242,Supplier_1705,,2022,,,562.5
S1243,Supplier_1706,,2023,,,610.0
S1244,Supplier_1707,,2022,Plastic Components,Other,3323.7
S1244,Supplier_1708,,2023,Plastic Components,,15402.95
S1245,Supplier_1709,,2022,Property,Maintenance ,218.25
S1245,Supplier_1710,,2023,Property,,940.96
S1246,Supplier_1711,,2022,Packaging,Other (Polymer Packaging),15238.01
S1246,Supplier_1712,,2023,Packaging,,27917.1
S1247,Supplier_1713,,2022,Plastic Components,Injection Moulding,6957.5
S1247,Supplier_1714,,2023,Plastic Components,,6223.8
S1248,Supplier_1715,,2022,Plastic Components,Injection Moulding,100454.16
S1248,Supplier_1716,,2023,Plastic Components,,143890.59
S1249,Supplier_1717,,2022,Metal Components,Machined Parts,905779.65
S1249,Supplier_1718,,2023,Metal Components,,1398510.89
S1250,Supplier_1719,,2022,Metal Components,Other,2734.93
S1250,Supplier_1720,,2023,Metal Components,,3262.0
S1251,Supplier_1721,,2022,Electronics,Components,8209.5
S1251,Supplier_1721,,2023,Electronics,,8353.8
S1252,Supplier_1722,,2022,Professional Services,Other,2145.75
S1252,Supplier_1723,,2023,Professional Services,,671.71
S1253,Supplier_1724,,2023,,,5050.2
S1254,Supplier_1725,,2022,,,662.0
S1254,Supplier_1726,,2023,,,480.51
S1255,Supplier_1727,,2023,,,5585.21
S1256,Supplier_1728,,2022,,,495.0
S1256,Supplier_1729,,2023,,,3121.8
S1257,Supplier_1730,,2022,,,50.03
S1258,Supplier_1731,,2022,Electronics,Other (Equipment),16392.2
S1258,Supplier_1732,,2023,Electronics,,12158.69
S1259,Supplier_1733,,2022,,,7482.5
S1259,Supplier_1734,,2023,,,8949.43
S1260,Supplier_1735,,2022,IT ,Hardware ,2754.0
S1260,Supplier_1735,,2023,I.T,,2783.0
S1261,Supplier_1736,,2022,Packaging,Other (Polymer Packaging),2736.24
S1261,Supplier_1737,,2023,Packaging,,4427.2
S1262,Supplier_1738,,2022,,,125.0
S1263,Supplier_1739,,2022,Facility Management,Other ,12039.18
S1263,Supplier_1740,,2023,Facility Management,,37014.75
S1264,Supplier_1741,,2023,,,1436.0
S1265,Supplier_1742,,2023,,,693.9
S1266,Supplier_1743,,2022,IT ,Software ,72353.1
S1266,Supplier_1744,,2023,I.T,,83810.81
S1267,Supplier_1745,,2022,Property,Other,20210.48
S1267,Supplier_1746,,2023,Property,,20865.34
S1268,Supplier_1747,,2022,Electronics,Panels,369667.39
S1268,Supplier_1748,,2023,Electronics,,273746.21
S1269,Supplier_1749,,2022,Electronics,Components,187534.73
S1269,Supplier_1750,,2023,Electronics,,226220.76
S1270,Supplier_1751,,2023,Facility Management,,211636.74
S1271,Supplier_1752,,2022,Plastic Components,Other ,6223.3
S1271,Supplier_1753,,2023,Metal Components,,1722.85
S1272,Supplier_1754,,2023,,,5620.58
S1273,Supplier_1755,,2022,Pharma,Liquids,17374.5
S1273,Supplier_1756,,2023,Pharma,,8027.4
S1274,Supplier_1757,,2022,,,531.72
S1275,Supplier_1758,,2022,Electronics,PCB,62067.16
S1275,Supplier_1759,,2023,Electronics,,156492.36
S1276,Supplier_1760,,2022,Professional Services,Other,4280.0
S1276,Supplier_1761,,2023,Professional Services,,44682.04
S1277,Supplier_1762,,2023,Professional Services,,71550.6
S1278,Supplier_1763,,2022,Property,Maintenance ,12355.0
S1278,Supplier_1764,,2023,Property,,7018.25
S1279,Supplier_1765,,2022,,,2079.96
S1280,Supplier_1766,,2022,,,6000.0
S1280,Supplier_1767,,2023,,,0.0
S1281,Supplier_1768,,2022,Property,Lease,121573.75
S1281,Supplier_1769,,2023,Property,,241733.56
S1282,Supplier_1770,,2023,,,25427.31
S1283,Supplier_1771,,2023,,,2137.34
S1284,Supplier_1772,,2022,,,2830.0
S1285,Supplier_1773,,2022,Electronics,Components,1842.4
S1285,Supplier_1774,,2023,Electronics,,836.35
S1286,Supplier_1775,,2022,Plastic Components,Other (Machined Parts),2345.7
S1286,Supplier_1776,,2023,Plastic Components,,2048.2
S1287,Supplier_1777,,2022,Facility Management,Office Supplies,11014.88
S1287,Supplier_1778,,2023,Facility Management,,20314.19
S1288,Supplier_1779,,2022,Electronics,Other (Wiring),2895.0
S1288,Supplier_1780,,2023,Electronics,,2895.0
S1289,Supplier_1781,,2023,Fleet,,-3971.69
S1290,Supplier_1782,,2022,Logistics & transport,Warehousing,184963.17
S1290,Supplier_1783,,2023,Logistics & Transport,,324816.97
S1291,Supplier_1784,,2022,,,939.6
S1291,Supplier_1785,,2023,,,1085.43
S1292,Supplier_1786,,2022,Electronics,Pneumatic,352201.18
S1292,Supplier_1786,,2023,Electronics,,291414.2
S1293,Supplier_1787,,2022,Facility Management,Other ,1338.0
S1293,Supplier_1788,,2023,Facility Management,,4785.04
S1294,Supplier_1789,,2022,Energy,Energy,3048.61
S1294,Supplier_1790,,2023,Energy,,1560.08
S1295,Supplier_1791,,2022,Metal Components,Machined Parts,604935.71
S1295,Supplier_1792,,2023,Metal Components,,1081597.41
S1296,Supplier_1793,,2022,Electronics,Components,300179.18
S1296,Supplier_1794,,2023,Electronics,,286338.6
S1297,Supplier_1795,,2023,,,1980.0
S1298,Supplier_1796,,2023,,,27126.0
S1299,Supplier_1797,,2023,,,-14405.34
S1300,Supplier_0928,,2023,,,770.0
S1301,Supplier_1798,,2023,,,13297.3
S1301,Supplier_1799,,2022,Packaging,Other (Labelling & Print),7415.5
S1301,Supplier_1800,,2023,Packaging,,3005.44
S1302,Supplier_1801,,2022,,,6968.67
S1302,Supplier_1802,,2023,,,6850.85
S1303,Supplier_1803,,2022,Packaging,Other (Labelling & Print),8053.66
S1303,Supplier_1804,,2023,Packaging,,2321.55
S1304,Supplier_1805,,2022,Packaging,Other (Labelling & Print),106907.04
S1304,Supplier_1806,,2023,Packaging,,126805.36
S1305,Supplier_1807,,2022,Energy,Energy,43704.65
S1305,Supplier_1808,,2023,Energy,,5575.52
S1305,Supplier_1809,,2023,,,30446.96
S1306,Supplier_1810,,2022,,,134815.4
S1306,Supplier_1811,,2023,,,97972.05
S1307,Supplier_1812,,2022,,,6507.77
S1307,Supplier_1813,,2023,,,1727.13
S1308,Supplier_1814,,2022,Plastic Components,Other,2770.38
S1308,Supplier_1815,,2023,Plastic Components,,6262.01
S1309,Supplier_1816,,2022,Metal Components,Other,8135.19
S1309,Supplier_1817,,2023,Metal Components,,3852.12
S1310,Supplier_1818,,2022,Packaging,Other (Polymer Packaging),8578.1
S1310,Supplier_1819,,2023,Packaging,,34219.73
S1311,Supplier_1820,,2023,,,2898.0
S1312,Supplier_1821,,2023,Facility Management,,103745.24
S1313,Supplier_1822,,2022,IT ,Software ,12142.21
S1313,Supplier_1822,,2023,I.T,,24907.42
S1314,Supplier_1823,,2022,Electronics,Components,3228.25
S1314,Supplier_1824,,2023,Electronics,,9156.87
S1315,Supplier_1825,,2022,,,748.8
S1316,Supplier_1826,,2022,Medical Device,Consumables,47992.0
S1316,Supplier_1827,,2023,Medical Device,,1041.93
S1317,Supplier_1828,,2022,Medical Device,Consumables,218302.1
S1317,Supplier_1829,,2023,Medical Device,,197798.31
S1318,Supplier_1830,,2023,,,4737.15
S1319,Supplier_1831,,2023,,,6105.65
S1320,Supplier_1832,,2022,Property,Maintenance ,60717.5
S1320,Supplier_1833,,2023,Property,,45917.86
S1321,Supplier_1834,,2022,Property,Maintenance ,134173.9
S1321,Supplier_1835,,2023,Property,,2352.35
S1322,Supplier_1836,,2022,Fleet,Lease,31001.58
S1322,Supplier_1837,,2023,Fleet,,12678.69
S1323,Supplier_1838,,2022,Professional Services,Legal ,147160.73
S1323,Supplier_1839,,2023,Professional Services,,278813.65
S1324,Supplier_1840,,2022,IT ,Software ,7650.0
S1324,Supplier_1841,,2023,I.T,,9438.0
S1325,Supplier_1842,,2022,,,9845.23
S1325,Supplier_1843,,2023,,,7260.0
S1326,Supplier_1844,,2022,Packaging,Cartons,70532.45
S1326,Supplier_1845,,2023,Packaging,,113002.51
S1327,Supplier_1846,,2023,,,3007.17
S1328,Supplier_1847,,2022,Electronics,PCB,798.5
S1329,Supplier_1848,,2022,Plastic Components,Other,1448.5
S1329,Supplier_1849,,2023,Plastic Components,,577.35
S1330,Supplier_1850,,2022,Energy,Energy,18100.0
S1330,Supplier_1851,,2023,Energy,,24142.5
S1331,Supplier_1852,,2022,Packaging,Other (Labelling & Print),3875.75
S1332,Supplier_1853,,2022,Logistics & transport,Freight - Other,7397.44
S1332,Supplier_1854,,2023,Logistics & Transport,,30604.58
S1333,Supplier_1855,,2022,Plastic Components,Other (Machined Parts),268.75
S1333,Supplier_1856,,2023,Plastic Components,,4706.04
S1334,Supplier_1857,,2022,Logistics & transport,Courier Services,3888.02
S1334,Supplier_1858,,2023,Logistics & Transport,,36288.17
S1335,Supplier_1859,,2022,Electronics,Components,698.0
S1335,Supplier_1860,,2023,Electronics,,5459.67
S1336,Supplier_1861,,2022,IT ,Software ,42542.1
S1336,Supplier_1862,,2023,I.T,,47954.25
S1337,Supplier_1863,,2022,Metal Components,Machined Parts,26345.0
S1337,Supplier_1864,,2023,Metal Components,,54689.77
S1338,Supplier_1865,,2022,,,2350.0
S1338,Supplier_1866,,2023,,,890.0
S1339,Supplier_1867,,2023,,,4646.85
S1340,Supplier_1868,,2023,,,4841.08
S1341,Supplier_1869,,2023,,,18637.11
S1342,Supplier_1870,,2023,,,4066.66
S1343,Supplier_1871,,2023,,,4802.0
S1344,Supplier_1872,,2023,,,762.3
S1345,Supplier_1873,,2023,,,1515.62
S1345,Supplier_1874,,2022,,,599.85
S1345,Supplier_1875,,2023,,,2640.06
S1346,Supplier_1876,,2023,,,1525.74
S1347,Supplier_1877,,2022,Electronics,Mechatronics,689407.45
S1347,Supplier_1878,,2023,Electronics,,1139644.33
S1348,Supplier_1879,,2022,MARCOM,Other,288209.48
S1348,Supplier_1880,,2023,Marcom,,273230.18
S1349,Supplier_1881,,2022,,,2130.0
S1350,Supplier_1882,,2022,Glass ,Other,1332.25
S1350,Supplier_1883,,2023,Glass ,,1332.25
S1351,Supplier_1884,,2022,Metal Components,Machined Parts,23970.0
S1351,Supplier_1885,,2023,Metal Components,,29794.9
S1352,Supplier_1886,,2022,Property,Maintenance ,7358.8
S1352,Supplier_1887,,2023,Property,,12602.92
S1353,Supplier_1888,,2022,,,5020.41
S1353,Supplier_1889,,2023,,,4461.18
S1354,Supplier_1890,,2023,,,2541.29
S1355,Supplier_1891,,2022,Packaging,Other (Polymer Packaging),25221.0
S1355,Supplier_1892,,2023,Packaging,,20280.8
S1356,Supplier_1893,,2023,,,545.45
S1357,Supplier_1894,,2022,,,6373.45
S1357,Supplier_1895,,2023,Logistics & Transport,,190561.25
S1358,Supplier_1896,,2022,Sub-Contracting,Other,100756.34
S1358,Supplier_1897,,2023,Sub-Contracting,,96068.67
S1359,Supplier_1898,,2022,Electronics,Components,6395.04
S1359,Supplier_1899,,2023,Electronics,,11894.32
S1360,Supplier_1900,,2022,IT ,Software ,72242.2
S1360,Supplier_1901,,2023,I.T,,5868.0
S1361,Supplier_1902,,2022,Facility Management,Other,58687.01
S1361,Supplier_1903,,2023,Facility Management,,70184.34
S1362,Supplier_1904,,2022,Travel,Travel agencies,509961.82
S1362,Supplier_1905,,2023,Travel,,657837.68
S1363,Supplier_1906,,2022,,,978.0
S1364,Supplier_1907,,2022,Packaging,Other (Polymer Packaging),1133.7
S1365,Supplier_1908,,2022,Electronics,Mechatronics,26831.0
S1365,Supplier_1909,,2023,Electronics,,42195.12
S1366,Supplier_1910,,2022,,,2870.0
S1367,Supplier_1911,,2022,,,302.8
S1367,Supplier_1912,,2023,,,461.19
S1368,Supplier_1913,,2023,,,4021.34
S1369,Supplier_1914,,2022,,,4419.0
S1370,Supplier_1915,,2023,,,15438.74
S1371,Supplier_1916,,2023,,,4270.0
S1372,Supplier_1917,,2022,Travel,"Hotel, Meeting & Congres",5999.56
S1372,Supplier_1918,,2023,Travel,,12550.51
S1373,Supplier_1919,,2022,Fleet,Other,2411.48
S1373,Supplier_1920,,2023,Fleet,,164.61
S1374,Supplier_1921,,2022,Property,Maintenance ,26512.61
S1374,Supplier_1922,,2023,Property,,31082.08
S1375,Supplier_1923,,2022,MARCOM,Advertising ,174439.4
S1375,Supplier_1924,,2023,Marcom,,100183.96
S1376,Supplier_1925,,2022,Electronics,Pneumatic,53067.48
S1376,Supplier_1926,,2023,Electronics,,41178.88
S1377,Supplier_1927,,2022,Facility Management,Office Supplies,18780.72
S1377,Supplier_1928,,2023,Facility Management,,15770.74
S1378,Supplier_1929,,2022,Packaging,Other (Labelling & Print),552.0
S1378,Supplier_1930,,2023,Packaging,,2615.0
S1379,Supplier_1931,,2023,,,1869.04
S1379,Supplier_1932,,2022,Metal Components,Other (Fasteners),27940.19
S1379,Supplier_1933,,2023,Metal Components,,16520.82
S1380,Supplier_1934,,2022,Plastic Components,Other (Machined Parts),14692.65
S1380,Supplier_1935,,2023,Plastic Components,,4053.56
S1381,Supplier_1936,,2023,,,2780.0
S1382,Supplier_1937,,2023,,,31232.23
S1383,Supplier_1938,,2023,,,3552.04
S1383,Supplier_1939,,2022,,,3398.59
S1383,Supplier_1940,,2023,,,4008.32
S1384,Supplier_1941,,2023,,,170.16
S1385,Supplier_1942,,2023,,,310.83
S1386,Supplier_1943,,2022,MARCOM,Translation agency,88978.61
S1386,Supplier_1943,,2023,Marcom,,54250.2
S1387,Supplier_1944,,2023,,,2440.0
S1388,Supplier_1945,,2023,,,3000.0
S1389,Supplier_1946,,2023,Packaging,,1611.72
S1390,Supplier_1947,,2022,Facility Management,Cleaning services,41628.51
S1390,Supplier_1948,,2023,Facility Management,,47350.53
S1391,Supplier_1949,,2022,IT ,Tele- and datacom,41342.43
S1391,Supplier_1950,,2023,I.T,,67580.43
S1392,Supplier_1951,,2022,,,9107.86
S1392,Supplier_1952,,2023,,,25781.95
S1393,Supplier_1953,,2023,,,4628.73
S1394,Supplier_1954,,2022,,,1485.85
S1394,Supplier_1954,,2023,,,321.0
S1395,Supplier_1955,,2022,CAPEX (Machines) ,Maintenance ,26652.9
S1395,Supplier_1956,,2023,Capex (Machines) ,,16896.37
S1396,Supplier_1957,,2023,,,3612.32
S1397,Supplier_1958,,2023,,,14178.91
S1397,Supplier_1959,,2023,Fleet,,48019.57
S1398,Supplier_1960,,2022,Fleet,Lease,192714.77
S1398,Supplier_1961,,2023,Fleet,,264248.24
S1399,Supplier_1962,,2022,,,38044.36
S1399,Supplier_1963,,2023,,,10601.54
S1400,Supplier_1964,,2023,,,3996.0
S1401,Supplier_1965,,2022,Electronics,Other (Wiring),407.18
S1401,Supplier_1966,,2023,Electronics,,497.0
S1402,Supplier_1967,,2023,,,33523.47
S1403,Supplier_1968,,2023,,,54536.15
S1403,Supplier_1969,,2023,,,3258.58
S1404,Supplier_1970,,2022,,,250.0
S1405,Supplier_1971,,2023,,,10.0
S1406,Supplier_1972,,2023,,,500.0
S1407,Supplier_1973,,2023,,,18.36
S1407,Supplier_1974,,2023,,,15305.57
S1408,Supplier_1975,,2023,,,263.77
S1409,Supplier_1976,,2023,,,10632.6
S1410,Supplier_1977,,2023,,,1472.63
S1411,Supplier_1978,,2022,Electronics,Components,78094.5
S1411,Supplier_1979,,2023,Electronics,,96540.34
S1412,Supplier_1980,,2022,Plastic Components,Other (Machined Parts),12498.0
S1412,Supplier_1981,,2023,Plastic Components,,11208.34
S1413,Supplier_1982,,2022,Property,Maintenance ,2641.45
S1413,Supplier_1983,,2023,Property,,3196.43
S1414,Supplier_1984,,2023,,,661.1
S1415,Supplier_1985,,2022,,,155.01
S1416,Supplier_1986,,2023,,,5113.64
S1417,Supplier_1987,,2023,,,24400.0
